Customer_Id,Category_Name,value
97,person_age,22
97,loan_grade,C
98,loan_grade,D
98,person_age,26
98,loan_amnt,25000
98,person_income,66996
99,person_income,67000
99,person_age,23
99,loan_amnt,25000
99,loan_grade,A
100,person_income,67000
100,person_age,24
100,loan_grade,B
100,loan_amnt,25000
101,person_age,24
101,person_income,68000
101,loan_grade,D
101,loan_amnt,25000
102,loan_amnt,25000
102,person_age,25
102,person_income,69000
102,loan_grade,D
103,person_income,188000
103,loan_grade,E
103,person_age,26
103,loan_amnt,20000
104,loan_amnt,25000
104,loan_grade,D
104,person_income,69996
104,person_age,25
105,person_age,22
105,loan_grade,B
105,person_income,14400
105,loan_amnt,4000
106,person_age,24
106,loan_grade,B
106,person_income,70000
106,loan_amnt,25000
107,loan_grade,A
107,loan_amnt,6000
107,person_age,24
107,person_income,14400
108,loan_amnt,25000
108,person_age,24
108,person_income,56100
108,loan_grade,D
109,loan_amnt,25000
109,person_income,66000
109,loan_grade,D
109,person_age,25
110,loan_grade,B
110,person_income,66000
110,person_age,26
110,loan_amnt,25000
111,person_income,14400
111,loan_amnt,5375
111,loan_grade,A
111,person_age,25
112,person_age,25
112,loan_amnt,25000
112,person_income,72612
112,loan_grade,C
113,loan_amnt,25000
113,person_income,74000
113,person_age,23
113,loan_grade,B
114,loan_grade,B
114,loan_amnt,25000
114,person_income,75000
114,person_age,25
115,loan_grade,B
115,person_income,75000
115,loan_amnt,25000
115,person_age,24
116,person_age,22
116,person_income,71000
116,loan_amnt,25000
116,loan_grade,D
117,loan_grade,B
117,person_age,23
117,loan_amnt,25000
117,person_income,78000
118,person_age,23
118,loan_grade,B
118,person_income,78504
118,loan_amnt,25000
119,person_age,24
119,loan_grade,D
119,person_income,62050
119,loan_amnt,25000
120,person_age,23
120,loan_grade,D
120,loan_amnt,25000
120,person_income,79416
121,loan_amnt,6250
121,loan_grade,C
121,person_age,21
121,person_income,14400
122,loan_amnt,25000
122,loan_grade,D
122,person_income,79631
122,person_age,24
123,person_age,24
123,loan_amnt,25000
123,person_income,79632
123,loan_grade,C
124,loan_grade,A
124,loan_amnt,25000
124,person_age,24
124,person_income,80000
125,person_age,26
125,loan_grade,C
125,person_income,80000
125,loan_amnt,25000
126,person_age,24
126,person_income,172000
126,loan_amnt,20000
126,loan_grade,C
127,person_income,74004
127,loan_grade,E
127,person_age,23
127,loan_amnt,25000
128,loan_amnt,25000
128,loan_grade,A
128,person_income,81000
128,person_age,25
129,loan_grade,B
129,person_income,81600
129,loan_amnt,25000
129,person_age,23
130,loan_amnt,4000
130,person_age,23
130,person_income,14400
130,loan_grade,E
131,person_income,142800
131,person_age,25
131,loan_amnt,10000
131,loan_grade,F
132,person_age,24
132,loan_amnt,25000
132,loan_grade,E
132,person_income,75000
133,person_income,76000
133,loan_grade,D
133,loan_amnt,25000
133,person_age,23
134,loan_amnt,25000
134,loan_grade,D
134,person_income,66215
134,person_age,23
135,person_income,15000
135,person_age,21
135,loan_amnt,6200
135,loan_grade,A
136,loan_amnt,25000
136,person_income,78000
136,loan_grade,D
136,person_age,23
137,loan_amnt,25000
137,person_age,25
137,person_income,66300
137,loan_grade,E
138,loan_amnt,25000
138,loan_grade,D
138,person_age,24
138,person_income,79000
139,person_income,70550
139,loan_amnt,25000
139,loan_grade,F
139,person_age,23
140,person_age,25
140,loan_grade,D
140,loan_amnt,25000
140,person_income,83800
141,loan_grade,C
141,loan_amnt,4000
141,person_income,15000
141,person_age,23
142,loan_grade,B
142,loan_amnt,4600
142,person_age,23
142,person_income,15000
143,person_income,88000
143,person_age,22
143,loan_grade,D
143,loan_amnt,25000
144,person_income,74800
144,person_age,25
144,loan_grade,B
144,loan_amnt,25000
145,loan_amnt,25000
145,loan_grade,D
145,person_income,88000
145,person_age,25
146,person_income,88000
146,loan_grade,D
146,person_age,26
146,loan_amnt,25000
147,loan_grade,C
147,loan_amnt,3600
147,person_income,15000
147,person_age,23
148,loan_amnt,25000
148,loan_grade,E
148,person_income,92000
148,person_age,24
149,person_income,93000
149,person_age,23
149,loan_amnt,25000
149,loan_grade,D
150,loan_grade,E
150,person_income,162000
150,person_age,25
150,loan_amnt,25000
151,loan_grade,C
151,person_income,15000
151,person_age,21
151,loan_amnt,3175
152,loan_amnt,25000
152,person_income,96000
152,loan_grade,E
152,person_age,25
153,loan_amnt,25000
153,loan_grade,D
153,person_age,24
153,person_income,97908
154,loan_amnt,2800
154,loan_grade,A
154,person_income,15204
154,person_age,23
155,person_income,159600
155,loan_grade,D
155,loan_amnt,30000
155,person_age,25
156,loan_amnt,25000
156,person_age,24
156,person_income,158004
156,loan_grade,D
157,person_age,22
157,person_income,15360
157,loan_grade,B
157,loan_amnt,2500
158,person_age,25
158,loan_grade,D
158,person_income,134300
158,loan_amnt,5000
159,loan_grade,D
159,loan_amnt,25000
159,person_income,100580
159,person_age,22
160,person_age,24
160,loan_grade,D
160,loan_amnt,25000
160,person_income,91800
161,person_age,26
161,loan_grade,D
161,loan_amnt,25000
161,person_income,108000
162,loan_grade,A
162,loan_amnt,3300
162,person_age,24
162,person_income,15600
163,person_age,25
163,person_income,15600
163,loan_grade,F
163,loan_amnt,3200
164,loan_amnt,24000
164,person_income,153000
164,loan_grade,D
164,person_age,22
165,loan_grade,A
165,loan_amnt,6000
165,person_age,23
165,person_income,16000
166,person_age,23
166,loan_grade,E
166,person_income,148000
166,loan_amnt,25000
167,person_age,23
167,loan_grade,C
167,person_income,16000
167,loan_amnt,5600
168,loan_amnt,3625
168,person_age,24
168,loan_grade,E
168,person_income,16020
169,person_income,16094
169,loan_amnt,5500
169,loan_grade,A
169,person_age,22
170,person_age,25
170,person_income,16400
170,loan_amnt,5000
170,loan_grade,A
171,loan_grade,B
171,person_income,16500
171,person_age,23
171,loan_amnt,4375
172,person_income,49500
172,person_age,25
172,loan_amnt,24750
172,loan_grade,C
173,person_age,23
173,person_income,60000
173,loan_grade,B
173,loan_amnt,24750
174,person_income,125800
174,person_age,25
174,loan_amnt,10000
174,loan_grade,D
175,loan_amnt,24250
175,person_age,25
175,person_income,54000
175,loan_grade,C
176,loan_grade,B
176,loan_amnt,24250
176,person_age,23
176,person_income,62500
177,person_income,68400
177,loan_amnt,24250
177,person_age,25
177,loan_grade,E
178,person_income,56045
178,loan_amnt,24250
178,loan_grade,D
178,person_age,26
179,loan_amnt,24250
179,person_income,74000
179,loan_grade,D
179,person_age,22
180,person_age,24
180,loan_amnt,24250
180,person_income,65453
180,loan_grade,D
181,person_age,26
181,person_income,78000
181,loan_grade,E
181,loan_amnt,24250
182,person_income,16800
182,loan_grade,C
182,person_age,22
182,loan_amnt,4750
183,person_age,21
183,person_income,16800
183,loan_amnt,6000
183,loan_grade,B
184,person_age,22
184,loan_grade,D
184,person_income,108000
184,loan_amnt,24150
185,person_income,43000
185,loan_grade,C
185,person_age,22
185,loan_amnt,24000
186,loan_amnt,24000
186,person_income,47004
186,person_age,23
186,loan_grade,B
187,loan_grade,D
187,person_age,24
187,loan_amnt,24000
187,person_income,48000
188,loan_amnt,24000
188,person_age,21
188,person_income,44964
188,loan_grade,D
189,loan_grade,F
189,loan_amnt,24000
189,person_age,24
189,person_income,47000
190,person_income,49000
190,loan_grade,E
190,person_age,22
190,loan_amnt,24000
191,person_income,60000
191,loan_grade,A
191,loan_amnt,24000
191,person_age,26
192,loan_amnt,24000
192,loan_grade,B
192,person_age,25
192,person_income,60000
193,loan_grade,A
193,person_age,22
193,loan_amnt,24000
193,person_income,60000
194,person_income,60000
194,loan_amnt,24000
194,loan_grade,B
194,person_age,21
195,person_age,26
195,person_income,62004
195,loan_amnt,24000
195,loan_grade,A
196,person_age,22
196,loan_amnt,24000
196,loan_grade,D
196,person_income,62400
197,loan_grade,E
197,person_age,23
197,loan_amnt,24000
197,person_income,59000
198,loan_amnt,24000
198,person_age,24
198,loan_grade,D
198,person_income,60000
199,person_age,25
199,loan_grade,A
199,loan_amnt,24000
199,person_income,66143
200,loan_grade,E
200,person_income,62250
200,loan_amnt,24000
200,person_age,22
201,loan_amnt,24000
201,person_age,24
201,loan_grade,B
201,person_income,70000
202,person_age,23
202,loan_grade,B
202,loan_amnt,24000
202,person_income,74000
203,person_income,18000
203,loan_amnt,3000
203,person_age,22
203,loan_grade,A
204,person_age,22
204,loan_grade,B
204,person_income,75000
204,loan_amnt,24000
205,person_age,24
205,loan_amnt,24000
205,loan_grade,B
205,person_income,75000
206,person_income,69000
206,person_age,26
206,loan_grade,F
206,loan_amnt,24000
207,person_income,78000
207,person_age,23
207,loan_grade,C
207,loan_amnt,24000
208,person_age,22
208,person_income,18000
208,loan_amnt,3500
208,loan_grade,A
209,loan_grade,A
209,person_age,23
209,loan_amnt,4000
209,person_income,18000
210,loan_grade,D
210,person_age,23
210,person_income,74700
210,loan_amnt,24000
211,person_income,83000
211,loan_amnt,24000
211,loan_grade,E
211,person_age,22
212,person_age,21
212,person_income,18000
212,loan_amnt,4900
212,loan_grade,D
213,person_income,18000
213,loan_amnt,6250
213,loan_grade,A
213,person_age,24
214,person_income,103872
214,loan_amnt,24000
214,person_age,26
214,loan_grade,G
215,loan_amnt,24000
215,loan_grade,G
215,person_age,26
215,person_income,108000
216,loan_amnt,2500
216,person_income,18000
216,person_age,23
216,loan_grade,D
217,person_income,114750
217,loan_amnt,24000
217,loan_grade,G
217,person_age,23
218,person_age,23
218,loan_amnt,24000
218,loan_grade,D
218,person_income,138000
219,person_age,24
219,person_income,18000
219,loan_amnt,13000
219,loan_grade,A
220,person_income,18000
220,person_age,21
220,loan_amnt,6250
220,loan_grade,B
221,loan_amnt,24000
221,person_age,26
221,loan_grade,F
221,person_income,148000
222,person_income,54996
222,loan_grade,B
222,person_age,24
222,loan_amnt,23600
223,loan_amnt,10000
223,person_age,24
223,person_income,18000
223,loan_grade,B
224,loan_amnt,23575
224,person_age,23
224,person_income,75000
224,loan_grade,E
225,loan_amnt,5400
225,person_age,22
225,person_income,18000
225,loan_grade,D
226,loan_amnt,23400
226,loan_grade,A
226,person_age,22
226,person_income,66960
227,loan_grade,B
227,loan_amnt,23000
227,person_age,23
227,person_income,60000
228,person_age,25
228,loan_amnt,23000
228,loan_grade,B
228,person_income,63208
229,loan_grade,B
229,person_age,24
229,loan_amnt,23000
229,person_income,65000
230,loan_amnt,23000
230,person_age,23
230,loan_grade,B
230,person_income,68000
231,person_income,18000
231,loan_grade,B
231,person_age,22
231,loan_amnt,3000
232,person_income,88000
232,loan_grade,D
232,loan_amnt,23000
232,person_age,24
233,person_income,58600
233,loan_amnt,22750
233,person_age,22
233,loan_grade,B
234,loan_grade,C
234,person_income,70000
234,person_age,23
234,loan_amnt,22500
235,loan_amnt,3000
235,person_age,24
235,person_income,18287
235,loan_grade,B
236,person_income,69846
236,loan_amnt,22500
236,person_age,26
236,loan_grade,F
237,loan_amnt,22400
237,loan_grade,E
237,person_age,24
237,person_income,73000
238,loan_grade,A
238,loan_amnt,5000
238,person_income,18500
238,person_age,24
239,loan_amnt,22250
239,person_age,23
239,person_income,35000
239,loan_grade,B
240,person_age,25
240,loan_grade,C
240,person_income,43000
240,loan_amnt,22000
241,person_income,52000
241,loan_amnt,22000
241,person_age,25
241,loan_grade,B
242,loan_grade,D
242,person_age,21
242,person_income,18701
242,loan_amnt,4200
243,person_age,22
243,loan_grade,B
243,loan_amnt,22000
243,person_income,57000
244,loan_amnt,22000
244,person_age,25
244,person_income,58000
244,loan_grade,C
245,loan_grade,B
245,person_income,60000
245,loan_amnt,22000
245,person_age,23
246,loan_grade,C
246,person_income,60000
246,person_age,24
246,loan_amnt,22000
247,loan_grade,B
247,person_age,25
247,person_income,18840
247,loan_amnt,3000
248,loan_amnt,22000
248,person_age,26
248,person_income,56000
248,loan_grade,E
249,person_income,70000
249,loan_amnt,22000
249,loan_grade,B
249,person_age,22
250,loan_amnt,3625
250,person_age,22
250,person_income,19000
250,loan_grade,A
251,loan_grade,A
251,person_age,21
251,loan_amnt,6000
251,person_income,19000
252,loan_grade,C
252,loan_amnt,7400
252,person_income,19000
252,person_age,24
253,loan_amnt,4000
253,person_age,25
253,loan_grade,A
253,person_income,19000
254,person_income,77650
254,loan_amnt,22000
254,person_age,25
254,loan_grade,B
255,person_income,82000
255,person_age,25
255,loan_amnt,22000
255,loan_grade,E
256,person_income,19012
256,loan_amnt,3500
256,loan_grade,D
256,person_age,21
257,person_income,19200
257,person_age,22
257,loan_grade,B
257,loan_amnt,4950
258,person_age,25
258,loan_grade,B
258,person_income,57000
258,loan_amnt,21700
259,person_income,54000
259,person_age,24
259,loan_amnt,21600
259,loan_grade,C
260,person_income,56000
260,loan_grade,G
260,loan_amnt,21600
260,person_age,23
261,person_income,63000
261,loan_amnt,21600
261,person_age,26
261,loan_grade,C
262,loan_amnt,21600
262,person_age,22
262,person_income,78000
262,loan_grade,B
263,loan_amnt,3000
263,person_income,19200
263,loan_grade,B
263,person_age,25
264,loan_grade,D
264,person_age,24
264,loan_amnt,21500
264,person_income,59000
265,person_income,70000
265,loan_amnt,21500
265,person_age,24
265,loan_grade,B
266,person_income,60000
266,loan_amnt,21450
266,person_age,25
266,loan_grade,A
267,person_age,22
267,loan_grade,B
267,loan_amnt,21250
267,person_income,31000
268,person_income,47052
268,person_age,25
268,loan_grade,B
268,loan_amnt,21250
269,person_age,25
269,person_income,51060
269,loan_amnt,21250
269,loan_grade,A
270,loan_grade,C
270,person_income,19200
270,loan_amnt,5000
270,person_age,22
271,person_age,22
271,loan_grade,B
271,person_income,53000
271,loan_amnt,21250
272,loan_amnt,21250
272,person_income,56000
272,person_age,24
272,loan_grade,D
273,person_age,24
273,loan_amnt,21250
273,loan_grade,D
273,person_income,65000
274,loan_grade,B
274,person_age,21
274,loan_amnt,21000
274,person_income,35000
275,person_age,22
275,loan_grade,D
275,loan_amnt,1400
275,person_income,19200
276,loan_grade,A
276,person_age,26
276,loan_amnt,21000
276,person_income,40000
277,loan_amnt,21000
277,person_age,26
277,loan_grade,F
277,person_income,42000
278,person_age,23
278,loan_grade,B
278,person_income,63000
278,loan_amnt,21000
279,loan_grade,A
279,person_age,26
279,person_income,19200
279,loan_amnt,4000
280,person_age,22
280,loan_grade,B
280,person_income,59000
280,loan_amnt,21000
281,loan_grade,D
281,person_age,26
281,person_income,65219
281,loan_amnt,21000
282,loan_grade,D
282,loan_amnt,5000
282,person_income,19200
282,person_age,22
283,person_income,62047
283,loan_grade,E
283,loan_amnt,21000
283,person_age,25
284,person_income,81000
284,loan_amnt,21000
284,person_age,26
284,loan_grade,E
285,person_age,25
285,loan_amnt,21000
285,person_income,100000
285,loan_grade,D
286,person_income,19200
286,person_age,26
286,loan_grade,C
286,loan_amnt,7500
287,person_income,19500
287,person_age,21
287,loan_grade,B
287,loan_amnt,15000
288,loan_grade,A
288,loan_amnt,20500
288,person_income,50000
288,person_age,26
289,person_age,23
289,person_income,54000
289,loan_grade,A
289,loan_amnt,20375
290,person_age,26
290,loan_amnt,20050
290,loan_grade,B
290,person_income,26000
291,person_age,24
291,person_income,33000
291,loan_amnt,20000
291,loan_grade,B
292,person_age,24
292,loan_amnt,20000
292,person_income,35364
292,loan_grade,B
293,person_age,25
293,loan_amnt,20000
293,loan_grade,D
293,person_income,38000
294,loan_amnt,20000
294,loan_grade,D
294,person_income,32000
294,person_age,23
295,loan_amnt,20000
295,person_income,38004
295,person_age,25
295,loan_grade,C
296,person_age,25
296,loan_amnt,20000
296,loan_grade,C
296,person_income,38556
297,person_income,32900
297,loan_amnt,20000
297,loan_grade,D
297,person_age,23
298,loan_amnt,20000
298,loan_grade,B
298,person_income,34000
298,person_age,25
299,person_age,24
299,loan_grade,B
299,person_income,40000
299,loan_amnt,20000
300,person_age,25
300,loan_amnt,20000
300,loan_grade,C
300,person_income,42000
301,person_age,22
301,person_income,42224
301,loan_amnt,20000
301,loan_grade,A
302,loan_amnt,20000
302,person_age,22
302,person_income,37212
302,loan_grade,E
303,loan_amnt,20000
303,person_income,38000
303,loan_grade,B
303,person_age,25
304,loan_grade,A
304,loan_amnt,20000
304,person_income,45000
304,person_age,22
305,person_age,23
305,person_income,45000
305,loan_grade,B
305,loan_amnt,20000
306,person_age,22
306,loan_amnt,20000
306,person_income,45000
306,loan_grade,C
307,person_age,24
307,loan_grade,D
307,person_income,39000
307,loan_amnt,20000
308,person_age,24
308,loan_grade,B
308,loan_amnt,20000
308,person_income,46500
309,person_income,48000
309,loan_amnt,20000
309,loan_grade,B
309,person_age,22
310,person_income,42000
310,loan_amnt,20000
310,loan_grade,D
310,person_age,22
311,loan_amnt,20000
311,loan_grade,B
311,person_income,48500
311,person_age,22
312,person_age,23
312,loan_amnt,20000
312,loan_grade,A
312,person_income,49400
313,loan_amnt,20000
313,person_income,50000
313,loan_grade,A
313,person_age,25
314,loan_amnt,20000
314,person_age,25
314,loan_grade,C
314,person_income,50000
315,person_age,22
315,person_income,50000
315,loan_amnt,20000
315,loan_grade,C
316,loan_amnt,20000
316,person_age,22
316,person_income,44000
316,loan_grade,E
317,loan_amnt,20000
317,loan_grade,B
317,person_income,50950
317,person_age,25
318,person_income,51000
318,loan_amnt,20000
318,loan_grade,B
318,person_age,24
319,person_age,22
319,person_income,51000
319,loan_amnt,20000
319,loan_grade,B
320,loan_amnt,20000
320,person_age,22
320,loan_grade,C
320,person_income,51000
321,loan_grade,B
321,person_income,51500
321,person_age,24
321,loan_amnt,20000
322,loan_amnt,20000
322,person_age,25
322,person_income,51996
322,loan_grade,B
323,person_income,52000
323,loan_amnt,20000
323,person_age,25
323,loan_grade,B
324,person_age,22
324,person_income,46000
324,loan_amnt,20000
324,loan_grade,D
325,person_income,52000
325,loan_grade,D
325,person_age,24
325,loan_amnt,20000
326,person_age,25
326,loan_amnt,20000
326,person_income,46000
326,loan_grade,C
327,person_income,47000
327,loan_grade,D
327,person_age,22
327,loan_amnt,20000
328,loan_amnt,20000
328,person_income,54000
328,person_age,22
328,loan_grade,B
329,loan_grade,D
329,person_age,23
329,loan_amnt,20000
329,person_income,48000
330,loan_amnt,20000
330,person_age,23
330,person_income,48000
330,loan_grade,D
331,person_age,23
331,loan_amnt,20000
331,loan_grade,B
331,person_income,54000
332,loan_grade,C
332,person_income,48912
332,person_age,24
332,loan_amnt,20000
333,loan_grade,B
333,person_income,54996
333,person_age,26
333,loan_amnt,20000
334,loan_grade,A
334,loan_amnt,20000
334,person_income,55000
334,person_age,24
335,person_income,55000
335,person_age,25
335,loan_grade,A
335,loan_amnt,20000
336,loan_grade,F
336,person_age,26
336,loan_amnt,20000
336,person_income,49000
337,loan_grade,B
337,person_age,25
337,person_income,55000
337,loan_amnt,20000
338,person_income,55000
338,loan_grade,B
338,person_age,23
338,loan_amnt,20000
339,person_age,23
339,loan_grade,D
339,person_income,57000
339,loan_amnt,20000
340,person_age,22
340,loan_amnt,20000
340,person_income,51012
340,loan_grade,D
341,loan_amnt,20000
341,person_income,58000
341,person_age,22
341,loan_grade,C
342,person_income,58800
342,loan_amnt,20000
342,loan_grade,A
342,person_age,23
343,loan_amnt,20000
343,person_income,59000
343,person_age,26
343,loan_grade,A
344,person_income,53000
344,person_age,26
344,loan_grade,E
344,loan_amnt,20000
345,person_age,23
345,person_income,60000
345,loan_grade,A
345,loan_amnt,20000
346,person_income,54000
346,person_age,24
346,loan_grade,D
346,loan_amnt,20000
347,loan_amnt,20000
347,person_age,24
347,loan_grade,B
347,person_income,60000
348,loan_grade,B
348,person_age,25
348,loan_amnt,20000
348,person_income,54000
349,person_income,54000
349,loan_amnt,20000
349,loan_grade,D
349,person_age,23
350,person_age,23
350,person_income,54000
350,loan_amnt,20000
350,loan_grade,B
351,person_age,22
351,person_income,60000
351,loan_amnt,20000
351,loan_grade,A
352,loan_amnt,20000
352,person_income,54000
352,loan_grade,D
352,person_age,25
353,person_age,24
353,loan_amnt,20000
353,loan_grade,E
353,person_income,54000
354,person_age,23
354,loan_grade,B
354,loan_amnt,20000
354,person_income,60000
355,loan_grade,D
355,loan_amnt,20000
355,person_age,25
355,person_income,54000
356,person_income,60000
356,person_age,24
356,loan_amnt,20000
356,loan_grade,B
357,person_income,60000
357,person_age,24
357,loan_amnt,20000
357,loan_grade,D
